StudentID,Gender,StudyHoursPerDay,AttendancePercent,SleepHours,PriorScore,ParentalEducation,Extracurricular,StudyGroup,FinalExamScore
STU3369,Male,3.2,94.1,5.5,78.1,Bachelor's,No,A,61.9
STU3370,Female,4.7,86.5,8.3,68.9,Bachelor's,No,B,79.8
STU3371,Female,3.2,75.6,6.2,67.9,High School,Yes,B,51.6
STU3372,Female,4.5,89.3,6.5,77.8,Master's,No,A,61.4
STU3373,Female,7.7,45.8,5.6,62.9,Bachelor's,Yes,C,75.0
STU3374,Male,5.6,93.8,3.6,70.9,Bachelor's,Yes,B,65.9
STU3375,Female,3.4,59.1,7.6,63.5,Bachelor's,Yes,C,53.2
STU3376,Female,6.2,75.7,7.4,69.0,PhD,Yes,A,77.3
STU3377,Male,3.3,66.6,6.2,56.3,High School,No,B,42.0
STU3378,Female,0.3,64.5,6.6,28.4,Master's,No,B,39.7
STU3379,Male,2.2,93.9,7.1,63.0,High School,No,A,57.1
STU3380,Female,0.6,74.4,4.6,86.3,Bachelor's,No,B,55.5
STU3381,Female,3.4,84.2,5.9,78.9,High School,No,A,65.4
STU3382,Female,4.0,79.4,7.5,79.5,High School,Yes,B,62.6
STU3383,Male,7.0,85.7,5.0,83.5,Bachelor's,Yes,A,83.9
STU3384,Male,4.6,80.9,6.9,66.3,High School,No,B,58.8
STU3385,Female,3.6,64.6,4.9,68.0,Bachelor's,Yes,C,59.6
STU3386,Male,5.5,92.0,7.1,55.7,PhD,No,C,73.5
STU3387,Male,0.0,74.1,6.5,60.3,High School,Yes,C,56.1
STU3388,Male,4.4,61.3,4.6,74.2,Master's,Yes,B,58.3
STU3389,Male,5.4,74.9,7.9,83.1,Bachelor's,Yes,B,75.3
STU3390,Male,1.3,98.0,5.6,62.9,Bachelor's,Yes,C,52.7
STU3391,Male,6.1,90.2,5.5,58.2,High School,Yes,C,85.0
STU3392,Female,4.6,75.8,6.7,65.0,High School,No,A,66.5
STU3393,Female,3.3,75.8,7.9,74.0,High School,Yes,A,63.4
STU3394,Male,5.1,76.1,5.3,43.3,High School,No,A,57.0
STU3395,Female,8.1,100.0,6.6,30.6,High School,Yes,C,71.5
STU3396,Female,4.3,84.6,7.0,56.7,Bachelor's,Yes,C,64.7
STU3397,Female,4.4,85.2,7.3,46.7,Master's,Yes,C,57.8
STU3398,Female,3.2,92.4,6.7,57.4,Master's,No,A,54.9
STU3399,Male,2.5,82.9,6.1,62.8,Bachelor's,Yes,B,55.5
STU3400,Female,5.5,76.9,5.5,58.2,High School,No,C,53.0
STU3401,Female,2.5,77.6,6.6,86.8,High School,Yes,B,68.2
STU3402,Male,4.1,79.1,5.2,69.9,High School,No,B,54.5
STU3403,Male,3.1,79.6,3.0,69.5,High School,Yes,B,49.3
STU3404,Female,4.9,88.7,7.0,74.3,Bachelor's,No,A,67.6
STU3405,Female,4.6,80.6,7.6,47.9,Bachelor's,No,B,56.9
STU3406,Female,5.9,88.8,3.7,80.6,Bachelor's,No,C,71.3
STU3407,Female,3.1,79.0,5.3,63.9,Bachelor's,Yes,A,53.2
STU3408,Female,3.5,80.9,7.2,75.1,Master's,Yes,C,61.4
STU3409,Female,2.2,56.0,9.0,48.9,Master's,Yes,C,53.8
STU3410,Male,3.2,91.0,6.5,41.7,High School,No,A,56.9
STU3411,Female,4.7,84.2,5.6,77.3,Master's,No,C,69.8
STU3412,Female,5.4,92.0,6.3,70.6,PhD,No,C,68.4
STU3413,Male,2.3,45.2,8.1,51.5,High School,Yes,A,48.1
STU3414,Male,5.6,100.0,5.7,52.0,Bachelor's,Yes,C,67.8
STU3415,Male,6.4,78.3,5.5,81.9,Bachelor's,Yes,B,68.6
STU3416,Male,4.7,93.3,5.9,47.2,PhD,No,C,69.1
STU3417,Female,7.4,67.5,5.4,89.6,Master's,No,B,83.8
STU3418,Female,2.6,87.4,6.6,51.5,High School,No,C,58.4
STU3419,Female,1.8,67.4,8.4,74.6,Bachelor's,Yes,A,54.0
STU3420,Female,0.8,72.5,6.9,60.1,Bachelor's,No,A,50.8
STU3421,Female,6.7,100.0,6.2,74.0,Bachelor's,No,C,81.7
STU3422,Female,5.2,77.7,6.1,56.8,High School,Yes,A,53.8
STU3423,Male,3.9,82.6,4.6,62.6,Master's,No,C,69.2
STU3424,Female,4.5,90.4,7.6,65.6,Bachelor's,No,A,52.6
STU3425,Male,2.0,85.9,6.4,50.0,Master's,No,B,54.9
STU3426,Male,8.4,81.8,6.3,76.1,Master's,No,C,87.5
STU3427,Female,4.2,84.4,10.0,57.3,Master's,Yes,B,63.7
STU3428,Male,4.2,100.0,6.9,61.6,Bachelor's,Yes,B,64.8
STU3429,Female,5.3,79.3,5.6,50.1,Bachelor's,No,C,63.1
STU3430,Male,4.9,82.4,6.0,26.6,High School,Yes,B,66.1
STU3431,Female,4.4,92.6,7.9,62.1,Bachelor's,No,C,62.2
STU3432,Male,2.6,93.3,6.6,100.0,High School,No,B,63.1
STU3433,Female,4.8,94.2,4.8,76.8,Bachelor's,No,C,64.1
STU3434,Female,7.4,87.7,7.6,64.7,High School,No,C,62.4
STU3435,Female,6.4,66.3,5.7,61.1,High School,Yes,A,71.1
STU3436,Female,6.9,99.6,8.7,65.3,High School,Yes,C,73.7
STU3437,Female,3.1,66.2,7.8,73.2,High School,Yes,C,58.5
STU3438,Male,2.2,83.6,6.0,47.3,Master's,Yes,B,57.3
STU3439,Male,3.8,70.9,8.0,81.7,Master's,Yes,C,63.2
STU3440,Male,4.1,79.2,6.6,75.7,Bachelor's,Yes,A,70.6
STU3441,Female,6.0,83.9,7.5,75.8,High School,No,B,64.0
STU3442,Male,1.0,83.9,7.1,71.6,High School,No,B,60.3
STU3443,Female,6.8,85.1,5.5,65.3,High School,Yes,A,73.3
STU3444,Female,3.7,99.4,5.7,75.1,High School,Yes,B,66.3
STU3445,Male,3.2,85.4,7.7,73.9,Master's,No,B,63.1
STU3446,Male,2.2,77.1,6.1,59.7,High School,Yes,B,44.5
STU3447,Female,1.0,91.6,6.0,56.4,Bachelor's,Yes,B,52.2
STU3448,Male,5.5,94.3,5.4,66.5,High School,Yes,A,67.8
STU3449,Female,4.1,65.3,7.0,88.2,High School,No,A,55.8
STU3450,Female,1.7,87.2,9.0,46.4,Bachelor's,Yes,B,48.1
STU3451,Female,1.7,88.4,5.2,43.0,Bachelor's,No,B,45.3
STU3452,Female,3.4,76.4,6.5,67.5,High School,Yes,A,55.7
STU3453,Female,7.0,96.5,8.2,65.8,High School,No,A,57.8
STU3454,Male,3.5,78.2,6.4,67.6,Bachelor's,Yes,A,68.1
STU3455,Male,1.3,81.5,7.0,68.7,High School,No,B,52.1
STU3456,Female,3.6,77.9,5.2,61.7,High School,No,B,39.9
STU3457,Female,3.5,80.2,7.0,87.3,PhD,No,C,80.4
STU3458,Male,0.0,66.8,6.3,41.0,Bachelor's,No,A,45.6
STU3459,Male,3.9,62.7,7.7,52.6,Bachelor's,No,B,51.1
STU3460,Female,3.6,99.1,7.9,63.5,Bachelor's,No,A,57.4
STU3461,Male,5.3,69.8,9.6,40.4,Bachelor's,No,B,60.5
STU3462,Female,7.3,68.1,7.2,62.4,Bachelor's,No,A,69.3
STU3463,Male,6.0,54.2,6.9,89.9,Bachelor's,Yes,B,74.7
STU3464,Female,3.5,72.3,6.7,65.3,Master's,Yes,C,53.1
STU3465,Male,2.0,64.1,6.1,68.5,High School,Yes,C,60.6
STU3466,Female,8.6,99.7,6.9,46.1,Bachelor's,No,A,69.9
STU3467,Male,4.1,92.1,6.1,55.8,Bachelor's,Yes,B,66.1
STU3468,Male,4.0,71.7,6.7,59.4,Master's,Yes,B,53.1
STU3469,Female,4.0,100.0,8.1,60.2,Bachelor's,No,A,82.5
STU3470,Male,4.4,91.8,5.3,84.2,Bachelor's,No,B,72.9
STU3471,Female,3.7,76.1,7.9,73.4,High School,No,A,82.2
STU3472,Male,3.0,50.0,8.1,48.3,Bachelor's,Yes,B,55.0
STU3473,Female,3.0,100.0,6.4,68.7,High School,No,A,57.7
STU3474,Male,3.9,63.3,4.0,72.5,High School,Yes,B,63.7
STU3475,Female,3.0,60.3,5.8,82.1,High School,Yes,A,65.4
STU3476,Male,2.7,92.3,8.1,88.7,Bachelor's,Yes,B,71.4
STU3477,Female,4.2,100.0,6.5,49.8,High School,Yes,C,66.3
STU3478,Male,3.5,96.6,5.3,52.8,Bachelor's,Yes,B,64.0
STU3479,Female,6.7,86.8,5.9,46.1,Master's,No,A,56.6
STU3480,Female,0.0,87.1,7.5,61.5,High School,Yes,C,42.9
STU3481,Female,6.0,90.2,7.2,72.0,Bachelor's,No,B,65.5
STU3482,Male,6.2,89.1,6.2,79.8,Bachelor's,No,C,73.7
STU3483,Female,0.3,83.4,6.1,63.9,High School,Yes,B,48.3
STU3484,Male,3.4,81.3,6.0,60.2,Master's,No,C,49.4
STU3485,Female,3.3,79.2,5.4,67.3,High School,Yes,A,64.4
STU3486,Male,1.5,71.0,8.4,52.5,Bachelor's,No,B,50.1
STU3487,Female,2.6,76.6,6.1,96.3,Bachelor's,Yes,B,66.8
STU3488,Male,2.0,59.7,8.0,40.9,Bachelor's,Yes,A,43.8
STU3489,Male,7.2,78.8,8.3,67.8,Bachelor's,Yes,C,71.8
STU3490,Female,5.7,68.1,7.7,95.4,High School,No,A,67.3
STU3491,Male,6.3,66.8,6.0,65.1,High School,No,A,70.6
STU3492,Male,5.3,82.2,7.0,62.1,Master's,Yes,C,61.1
STU3493,Female,2.0,96.7,6.5,59.6,Bachelor's,No,A,56.6
STU3494,Male,3.1,91.0,5.4,62.3,Master's,No,B,68.8
STU3495,Male,4.9,61.2,6.9,85.6,Master's,No,B,63.2
STU3496,Male,1.8,68.1,5.1,31.8,Master's,No,B,45.7
STU3497,Female,5.3,91.3,7.9,88.0,Bachelor's,No,A,78.5
STU3498,Male,3.6,68.2,5.9,43.6,High School,No,B,51.3
STU3499,Female,3.3,77.3,6.7,61.0,Master's,No,B,59.0
